id,lg,lang,voice,source,tags,csvKeys,missingCsvKeys,textHash,mp3,webm,mp3Exists,webmExists,generated,newSinceLastRun,text
api-settings-safe-en,en,en-US,alloy,,,,,01983e335cc9f488,api-settings-safe-en.mp3,api-settings-safe-en.webm,false,false,false,false,"API settings stay in this browser. Test locally first, then use linked OpenAI voice only when the message is ready."
fever-loop-best-1975-short-fr,fr,fr-FR,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,555c0a0ce14a3161,fever-loop-best-1975-short-fr.mp3,fever-loop-best-1975-short-fr.webm,false,true,true,false,"Signal de rechauffement precoce. Le signal indique : rechauffement de plus 0.2 degres, force de l AMOC 99 pour cent, risque de bascule 6 pour cent."
fever-loop-best-1975-short-hi,hi,hi-IN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,254732ecde224909,fever-loop-best-1975-short-hi.mp3,fever-loop-best-1975-short-hi.webm,false,true,true,false,"प्रारंभिक गर्माहट संकेत. संकेत बताता है: गर्माहट प्लस 0.2 डिग्री है, AMOC की शक्ति 99 प्रतिशत है, टिपिंग जोखिम 6 प्रतिशत है."
fever-loop-best-1975-short-nl,nl,nl-NL,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,ab507945a0fc0651,fever-loop-best-1975-short-nl.mp3,fever-loop-best-1975-short-nl.webm,false,true,true,false,"Vroeg opwarmingssignaal. Het signaal geeft aan: opwarming is plus 0.2 graden, AMOC-sterkte is 99 procent, kantelrisico is 6 procent."
fever-loop-best-1975-short-ru,ru,ru-RU,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,327c34a836c0f914,fever-loop-best-1975-short-ru.mp3,fever-loop-best-1975-short-ru.webm,false,true,true,false,"Ранний сигнал потепления. Сигнал показывает: потепление плюс 0.2 градуса, сила AMOC составляет 99 процентов, риск точек перелома составляет 6 процентов."
fever-loop-best-1975-short-uk,uk,uk-UA,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,1d255124fa01fe8b,fever-loop-best-1975-short-uk.mp3,fever-loop-best-1975-short-uk.webm,false,true,true,false,"Early warming signal. Сигнал показує: потепління плюс 0.2 градуса, сила AMOC становить 99 відсотків, ризик точок перелому становить 6 відсотків."
fever-loop-best-1975-short-zh,zh,zh-CN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,a75c537ed0a31579,fever-loop-best-1975-short-zh.mp3,fever-loop-best-1975-short-zh.webm,false,true,true,false,"早期变暖信号. 信号显示： 升温为正 0.2 度, AMOC 强度为 99%, 临界点风险为 6%."
fever-loop-best-2000-full-de,de,de-DE,echo,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,ab005f0d97d558d5,fever-loop-best-2000-full-de.mp3,fever-loop-best-2000-full-de.webm,false,true,true,false,"Erwarmung wird sichtbar. Eis, Meeresspiegel und Okosysteme zeigen klarere Belastung. Das Signal zeigt: Erwaermung plus 0.6 Grad, AMOC-Staerke 96 Prozent, Kipprisiko 12 Prozent. Das Signal geht in den naechsten Schritt von fuenfundzwanzig Jahren ueber."
fever-loop-best-2000-full-en,en,en-US,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,90c091265eed0b75,fever-loop-best-2000-full-en.mp3,fever-loop-best-2000-full-en.webm,false,true,true,false,"Warming becoming visible. Ice, sea level, and ecosystems begin showing clearer stress. The signal reads: warming is plus 0.6 degrees, AMOC strength is 96 percent, tipping risk is 12 percent. The signal continues into the next twenty-five year step."
fever-loop-best-2000-full-fr,fr,fr-FR,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,cb5f2f6c467b667d,fever-loop-best-2000-full-fr.mp3,fever-loop-best-2000-full-fr.webm,false,true,true,false,"Le rechauffement devient visible. La glace, le niveau de la mer et les ecosystemes montrent des signes de stress plus nets. Le signal indique : rechauffement de plus 0.6 degres, force de l AMOC 96 pour cent, risque de bascule 12 pour cent. Le signal continue vers la prochaine etape de vingt-cinq ans."
fever-loop-best-2000-full-hi,hi,hi-IN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,8cf778883bc56e4f,fever-loop-best-2000-full-hi.mp3,fever-loop-best-2000-full-hi.webm,false,true,true,false,"गर्माहट दिखाई देने लगी. बर्फ, समुद्र स्तर और पारिस्थितिक तंत्र अधिक साफ तनाव दिखाने लगते हैं. संकेत बताता है: गर्माहट प्लस 0.6 डिग्री है, AMOC की शक्ति 96 प्रतिशत है, टिपिंग जोखिम 12 प्रतिशत है. संकेत अगले पच्चीस-वर्षीय चरण में जारी रहता है."
fever-loop-best-2000-full-nl,nl,nl-NL,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,64ed31bb3b7f4170,fever-loop-best-2000-full-nl.mp3,fever-loop-best-2000-full-nl.webm,false,true,true,false,"Opwarming wordt zichtbaar. IJs, zeespiegel en ecosystemen tonen duidelijkere stress. Het signaal geeft aan: opwarming is plus 0.6 graden, AMOC-sterkte is 96 procent, kantelrisico is 12 procent. Het signaal gaat door naar de volgende stap van vijfentwintig jaar."
fever-loop-best-2000-full-ru,ru,ru-RU,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,89fa86e329a3b552,fever-loop-best-2000-full-ru.mp3,fever-loop-best-2000-full-ru.webm,false,true,true,false,"Потепление становится видимым. Лед, уровень моря и экосистемы начинают показывать более явный стресс. Сигнал показывает: потепление плюс 0.6 градуса, сила AMOC составляет 96 процентов, риск точек перелома составляет 12 процентов. Сигнал переходит к следующему шагу в двадцать пять лет."
fever-loop-best-2000-full-uk,uk,uk-UA,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,a23a024a559e5679,fever-loop-best-2000-full-uk.mp3,fever-loop-best-2000-full-uk.webm,false,true,true,false,"Warming becoming visible. Ice, sea level, and ecosystems begin showing clearer stress. Сигнал показує: потепління плюс 0.6 градуса, сила AMOC становить 96 відсотків, ризик точок перелому становить 12 відсотків. Сигнал переходить до наступного кроку у двадцять п’ять років."
fever-loop-best-2000-full-zh,zh,zh-CN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,ca089ba482abdabc,fever-loop-best-2000-full-zh.mp3,fever-loop-best-2000-full-zh.webm,false,true,true,false,"变暖开始显现. 冰层、海平面和生态系统开始显示更清晰的压力。 信号显示： 升温为正 0.6 度, AMOC 强度为 96%, 临界点风险为 12%. 信号继续进入下一个二十五年阶段。"
fever-loop-best-2000-normal-de,de,de-DE,echo,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,17918fb04f540832,fever-loop-best-2000-normal-de.mp3,fever-loop-best-2000-normal-de.webm,false,true,true,false,"Erwarmung wird sichtbar. Eis, Meeresspiegel und Okosysteme zeigen klarere Belastung. Das Signal zeigt: Erwaermung plus 0.6 Grad, AMOC-Staerke 96 Prozent, Kipprisiko 12 Prozent."
fever-loop-best-2000-normal-en,en,en-US,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,8c8ebe7dd35aff8f,fever-loop-best-2000-normal-en.mp3,fever-loop-best-2000-normal-en.webm,false,true,true,false,"Warming becoming visible. Ice, sea level, and ecosystems begin showing clearer stress. The signal reads: warming is plus 0.6 degrees, AMOC strength is 96 percent, tipping risk is 12 percent."
fever-loop-best-2000-normal-fr,fr,fr-FR,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,aa49271d635886d2,fever-loop-best-2000-normal-fr.mp3,fever-loop-best-2000-normal-fr.webm,false,true,true,false,"Le rechauffement devient visible. La glace, le niveau de la mer et les ecosystemes montrent des signes de stress plus nets. Le signal indique : rechauffement de plus 0.6 degres, force de l AMOC 96 pour cent, risque de bascule 12 pour cent."
fever-loop-best-2000-normal-hi,hi,hi-IN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,d0a686281ed88c75,fever-loop-best-2000-normal-hi.mp3,fever-loop-best-2000-normal-hi.webm,false,true,true,false,"गर्माहट दिखाई देने लगी. बर्फ, समुद्र स्तर और पारिस्थितिक तंत्र अधिक साफ तनाव दिखाने लगते हैं. संकेत बताता है: गर्माहट प्लस 0.6 डिग्री है, AMOC की शक्ति 96 प्रतिशत है, टिपिंग जोखिम 12 प्रतिशत है."
fever-loop-best-2000-normal-nl,nl,nl-NL,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,bc8528939a99f4aa,fever-loop-best-2000-normal-nl.mp3,fever-loop-best-2000-normal-nl.webm,false,true,true,false,"Opwarming wordt zichtbaar. IJs, zeespiegel en ecosystemen tonen duidelijkere stress. Het signaal geeft aan: opwarming is plus 0.6 graden, AMOC-sterkte is 96 procent, kantelrisico is 12 procent."
fever-loop-best-2000-normal-ru,ru,ru-RU,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,111c6ae65285d828,fever-loop-best-2000-normal-ru.mp3,fever-loop-best-2000-normal-ru.webm,false,true,true,false,"Потепление становится видимым. Лед, уровень моря и экосистемы начинают показывать более явный стресс. Сигнал показывает: потепление плюс 0.6 градуса, сила AMOC составляет 96 процентов, риск точек перелома составляет 12 процентов."
fever-loop-best-2000-normal-uk,uk,uk-UA,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,bcf46c8e0f8a340d,fever-loop-best-2000-normal-uk.mp3,fever-loop-best-2000-normal-uk.webm,false,true,true,false,"Warming becoming visible. Ice, sea level, and ecosystems begin showing clearer stress. Сигнал показує: потепління плюс 0.6 градуса, сила AMOC становить 96 відсотків, ризик точок перелому становить 12 відсотків."
fever-loop-best-2000-normal-zh,zh,zh-CN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,acecccfecb18fa96,fever-loop-best-2000-normal-zh.mp3,fever-loop-best-2000-normal-zh.webm,false,true,true,false,"变暖开始显现. 冰层、海平面和生态系统开始显示更清晰的压力。 信号显示： 升温为正 0.6 度, AMOC 强度为 96%, 临界点风险为 12%."
fever-loop-best-2000-short-de,de,de-DE,echo,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,990daefd4e59048c,fever-loop-best-2000-short-de.mp3,fever-loop-best-2000-short-de.webm,false,true,true,false,"Erwarmung wird sichtbar. Das Signal zeigt: Erwaermung plus 0.6 Grad, AMOC-Staerke 96 Prozent, Kipprisiko 12 Prozent."
fever-loop-best-2000-short-en,en,en-US,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,43be024bcee394d6,fever-loop-best-2000-short-en.mp3,fever-loop-best-2000-short-en.webm,false,true,true,false,"Warming becoming visible. The signal reads: warming is plus 0.6 degrees, AMOC strength is 96 percent, tipping risk is 12 percent."
fever-loop-best-2000-short-fr,fr,fr-FR,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,772c51ef23332745,fever-loop-best-2000-short-fr.mp3,fever-loop-best-2000-short-fr.webm,false,true,true,false,"Le rechauffement devient visible. Le signal indique : rechauffement de plus 0.6 degres, force de l AMOC 96 pour cent, risque de bascule 12 pour cent."
fever-loop-best-2000-short-hi,hi,hi-IN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,0603777a99f13910,fever-loop-best-2000-short-hi.mp3,fever-loop-best-2000-short-hi.webm,false,true,true,false,"गर्माहट दिखाई देने लगी. संकेत बताता है: गर्माहट प्लस 0.6 डिग्री है, AMOC की शक्ति 96 प्रतिशत है, टिपिंग जोखिम 12 प्रतिशत है."
fever-loop-best-2000-short-nl,nl,nl-NL,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,f7bfbd8a0167c077,fever-loop-best-2000-short-nl.mp3,fever-loop-best-2000-short-nl.webm,false,true,true,false,"Opwarming wordt zichtbaar. Het signaal geeft aan: opwarming is plus 0.6 graden, AMOC-sterkte is 96 procent, kantelrisico is 12 procent."
fever-loop-best-2000-short-ru,ru,ru-RU,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,6e48ca06dcae9917,fever-loop-best-2000-short-ru.mp3,fever-loop-best-2000-short-ru.webm,false,true,true,false,"Потепление становится видимым. Сигнал показывает: потепление плюс 0.6 градуса, сила AMOC составляет 96 процентов, риск точек перелома составляет 12 процентов."
fever-loop-best-2000-short-uk,uk,uk-UA,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,392683429f444777,fever-loop-best-2000-short-uk.mp3,fever-loop-best-2000-short-uk.webm,false,true,true,false,"Warming becoming visible. Сигнал показує: потепління плюс 0.6 градуса, сила AMOC становить 96 відсотків, ризик точок перелому становить 12 відсотків."
fever-loop-best-2000-short-zh,zh,zh-CN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-short,,,660cda4e82dd7306,fever-loop-best-2000-short-zh.mp3,fever-loop-best-2000-short-zh.webm,false,true,true,false,"变暖开始显现. 信号显示： 升温为正 0.6 度, AMOC 强度为 96%, 临界点风险为 12%."
fever-loop-best-2025-full-de,de,de-DE,echo,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,c430fb9847dbe72e,fever-loop-best-2025-full-de.mp3,fever-loop-best-2025-full-de.webm,false,true,true,false,"Warnung der Gegenwart. Entschlossenes Handeln ist noch moglich, aber mehrere Systeme stehen bereits unter Druck. Das Signal zeigt: Erwaermung plus 1.4 Grad, AMOC-Staerke 92 Prozent, Kipprisiko 22 Prozent. Das Signal geht in den naechsten Schritt von fuenfundzwanzig Jahren ueber."
fever-loop-best-2025-full-en,en,en-US,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,33fb955b99c5f26d,fever-loop-best-2025-full-en.mp3,fever-loop-best-2025-full-en.webm,false,true,true,false,"Current era warning. Strong action is still possible, but multiple systems are already under pressure. The signal reads: warming is plus 1.4 degrees, AMOC strength is 92 percent, tipping risk is 22 percent. The signal continues into the next twenty-five year step."
fever-loop-best-2025-full-fr,fr,fr-FR,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,a9701686a6a05e0f,fever-loop-best-2025-full-fr.mp3,fever-loop-best-2025-full-fr.webm,false,true,true,false,"Alerte de l ere actuelle. Une action forte reste possible, mais plusieurs systemes sont deja sous pression. Le signal indique : rechauffement de plus 1.4 degres, force de l AMOC 92 pour cent, risque de bascule 22 pour cent. Le signal continue vers la prochaine etape de vingt-cinq ans."
fever-loop-best-2025-full-hi,hi,hi-IN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,735073e32e3be9d4,fever-loop-best-2025-full-hi.mp3,fever-loop-best-2025-full-hi.webm,false,true,true,false,"वर्तमान युग की चेतावनी. मजबूत कार्रवाई अभी भी संभव है, लेकिन कई प्रणालियां पहले से दबाव में हैं. संकेत बताता है: गर्माहट प्लस 1.4 डिग्री है, AMOC की शक्ति 92 प्रतिशत है, टिपिंग जोखिम 22 प्रतिशत है. संकेत अगले पच्चीस-वर्षीय चरण में जारी रहता है."
fever-loop-best-2025-full-nl,nl,nl-NL,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,4d4654890f9c9d3b,fever-loop-best-2025-full-nl.mp3,fever-loop-best-2025-full-nl.webm,false,true,true,false,"Waarschuwing huidige tijd. Sterke actie is nog mogelijk, maar meerdere systemen staan al onder druk. Het signaal geeft aan: opwarming is plus 1.4 graden, AMOC-sterkte is 92 procent, kantelrisico is 22 procent. Het signaal gaat door naar de volgende stap van vijfentwintig jaar."
fever-loop-best-2025-full-ru,ru,ru-RU,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,810eadf463fd4e4f,fever-loop-best-2025-full-ru.mp3,fever-loop-best-2025-full-ru.webm,false,true,true,false,"Предупреждение текущей эпохи. Решительные действия еще возможны, но несколько систем уже находятся под давлением. Сигнал показывает: потепление плюс 1.4 градуса, сила AMOC составляет 92 процентов, риск точек перелома составляет 22 процентов. Сигнал переходит к следующему шагу в двадцать пять лет."
fever-loop-best-2025-full-uk,uk,uk-UA,onyx,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,457bf0acb904a27b,fever-loop-best-2025-full-uk.mp3,fever-loop-best-2025-full-uk.webm,false,true,true,false,"Current era warning. Strong action is still possible, but multiple systems are already under pressure. Сигнал показує: потепління плюс 1.4 градуса, сила AMOC становить 92 відсотків, ризик точок перелому становить 22 відсотків. Сигнал переходить до наступного кроку у двадцять п’ять років."
fever-loop-best-2025-full-zh,zh,zh-CN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-full,,,107e21fc859f5d9e,fever-loop-best-2025-full-zh.mp3,fever-loop-best-2025-full-zh.webm,false,true,true,false,"当前时代警告. 强有力的行动仍然可能，但多个系统已经承受压力。 信号显示： 升温为正 1.4 度, AMOC 强度为 92%, 临界点风险为 22%. 信号继续进入下一个二十五年阶段。"
fever-loop-best-2025-normal-de,de,de-DE,echo,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,1f73dd66ad4f2bb3,fever-loop-best-2025-normal-de.mp3,fever-loop-best-2025-normal-de.webm,false,true,true,false,"Warnung der Gegenwart. Entschlossenes Handeln ist noch moglich, aber mehrere Systeme stehen bereits unter Druck. Das Signal zeigt: Erwaermung plus 1.4 Grad, AMOC-Staerke 92 Prozent, Kipprisiko 22 Prozent."
fever-loop-best-2025-normal-en,en,en-US,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,5ee372dce135ccf1,fever-loop-best-2025-normal-en.mp3,fever-loop-best-2025-normal-en.webm,false,true,true,false,"Current era warning. Strong action is still possible, but multiple systems are already under pressure. The signal reads: warming is plus 1.4 degrees, AMOC strength is 92 percent, tipping risk is 22 percent."
fever-loop-best-2025-normal-fr,fr,fr-FR,shimmer,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,24562cd6ab356fb7,fever-loop-best-2025-normal-fr.mp3,fever-loop-best-2025-normal-fr.webm,false,true,true,false,"Alerte de l ere actuelle. Une action forte reste possible, mais plusieurs systemes sont deja sous pression. Le signal indique : rechauffement de plus 1.4 degres, force de l AMOC 92 pour cent, risque de bascule 22 pour cent."
fever-loop-best-2025-normal-hi,hi,hi-IN,nova,fever-scenarios.json,fever-loop|fever-milestone|fever-best|fever-normal,,,ad9afbb0df459dcf,fever-loop-best-2025-normal-hi.mp3,fever-loop-best-2025-normal-hi.webm,false,true,true,false,"वर्तमान युग की चेतावनी. मजबूत कार्रवाई अभी भी संभव है, लेकिन कई प्रणालियां पहले से दबाव में हैं. संकेत बताता है: गर्माहट प्लस 1.4 डिग्री है, AMOC की शक्ति 92 प्रतिशत है, टिपिंग जोखिम 22 प्रतिशत है."
